,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,SPS
Nc1c(F)cc(Cl)cc1Br,12.600925925925925,12.600925925925925,0.0874074074074076,-0.5005787037037039,0.6739095132122301,9.9,224.46,220.428,222.919967128,54.0,0.0,0.14822147064168267,-0.3954372682988004,0.3954372682988004,0.14822147064168267,1.5,2.1,2.6,79.91873098086818,10.297349535209543,2.0257670727025,-1.9841533074037023,2.2567644392784683,-1.904529704727124,9.103682743566951,0.6316767555833658,1.8235900040480661,3.310532874722407,240.91988337222992,7.723614639131599,4.865944226596559,7.207869711729718,4.6090609052806215,2.5103223824879053,3.681285125054485,1.7831100874277044,3.0738827670742093,1.043826421534442,1.9181316435556166,0.5533682554008297,1.3260825370395937,-0.28,153.18156034003755,7.8228806584362145,2.760850325969622,1.4107522871627531,71.10764305195895,5.733667477162185,5.817220841045895,0.0,0.0,0.0,0.0,0.0,4.39041504767482,0.0,0.0,11.600939890232516,28.06267803487257,9.49535282957374,5.687386274683562,4.39041504767482,33.21827006286543,0.0,0.0,0.0,0.0,5.733667477162185,27.445307807542854,0.0,0.0,5.733667477162185,10.077801322358383,0.0,27.530883788181864,0.0,0.0,5.817220841045895,0.0,16.605453652755635,5.022633313741326,0.0,0.0,26.02,5.817220841045895,4.39041504767482,0.0,5.687386274683562,9.49535282957374,0.0,6.06636706846161,6.06636706846161,0.0,15.929943897949348,17.3346073673947,13.08472222222222,8.544050925925927,0.0,0.3320138888888893,5.357631172839506,-0.5005787037037039,2.7099382716049383,0.0,0.0,0.0,0.0,10.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,2.8238000000000003,43.522400000000005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9
O=C1OC2N(C(=O)c3ccccc32)c2c(F)cc(Cl)cc21,14.25406462585034,14.25406462585034,0.04406840513983323,-0.9265041572184434,0.7015051337880893,18.952380952380953,303.676,296.62,303.00984898400003,104.0,0.0,0.34213134865094846,-0.4329891725844425,0.4329891725844425,0.34213134865094846,1.1428571428571428,1.9047619047619047,2.7142857142857144,35.49569144745108,10.087315574076072,2.460122881575412,-2.311197015053691,2.4480487286518278,-2.366424716982215,6.309969004022666,0.026985140693077666,2.728869760444695,1.9946322421952578,820.5611835024862,14.723250160202095,10.469339297237383,11.225268243255838,10.07538740046941,6.202177596511349,6.580142069520576,4.803852995363292,5.240288775835277,3.618221813318659,3.836439703554652,2.7487462838385954,2.953649006457706,-2.3999999999999986,96569.24308261687,12.34897119341564,4.051134351298073,1.548069221761194,123.23688609129805,4.736862953800049,5.817220841045895,0.0,6.22790117073487,5.907179729351506,5.969305287951849,9.694446914922299,9.184952231746642,0.0,0.0,29.800041095617345,18.19910120538483,16.149536297135317,11.250837766380558,18.716352369618512,29.16481118221943,0.0,0.0,0.0,6.22790117073487,4.899909730850478,63.928411040647866,0.0,0.0,4.899909730850478,10.077801322358383,0.0,11.600939890232516,11.876485017303356,4.736862953800049,5.817220841045895,32.5073300139695,36.39820241076966,5.022633313741326,0.0,0.0,46.61,23.921607029084118,13.979489415818463,0.0,16.273471080121883,11.126902983393991,10.966276799312087,6.06636706846161,24.26546827384644,0.0,0.0,16.337802844032566,19.53852450239355,5.764458336832674,25.695849552784075,0.07482415805828557,0.8264871504157232,-1.8166373771730908,9.120775611685003,-0.9265041572184434,0.0,0.0,0.06666666666666667,21.0,0.0,4.0,0.0,2.0,2.0,2.0,0.0,2.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,3.3085000000000013,72.81800000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.952380952380953
Nc1c(Cl)cc(F)cc1Br,12.438333333333333,12.438333333333333,0.22858796296296346,-0.3971527777777777,0.6739095132122301,9.9,224.46,220.428,222.919967128,54.0,0.0,0.1254721201014692,-0.3966023206266081,0.3966023206266081,0.1254721201014692,1.5,2.1,2.6,79.91873098086835,10.300230083314553,2.0201439874397615,-1.9887537046570185,2.276388648622651,-1.8822341203042094,9.10368626202146,0.6270790332209678,1.8235900040480661,3.310532874722407,240.91988337222992,7.723614639131599,4.865944226596559,7.207869711729718,4.6090609052806215,2.5103223824879053,3.681285125054485,1.7831100874277044,3.0446471133428306,1.043826421534442,2.0126227618079233,0.5533682554008297,1.3058133012692752,-0.28,153.18156034003755,7.8228806584362145,2.760850325969622,1.4107522871627531,71.10764305195895,5.733667477162185,5.817220841045895,0.0,0.0,0.0,0.0,0.0,4.39041504767482,0.0,0.0,11.600939890232516,28.06267803487257,4.472719515832414,10.710019588424888,4.39041504767482,33.21827006286543,0.0,0.0,0.0,0.0,5.733667477162185,27.445307807542854,0.0,0.0,5.733667477162185,10.077801322358383,0.0,27.530883788181864,0.0,0.0,5.817220841045895,0.0,16.605453652755635,5.022633313741326,0.0,0.0,26.02,5.817220841045895,4.39041504767482,0.0,5.022633313741326,10.160105790515976,0.0,12.13273413692322,0.0,0.0,15.929943897949348,17.3346073673947,12.922129629629628,8.571612654320987,0.0,0.22858796296296346,5.769205246913581,-0.3971527777777777,2.433395061728395,0.0,0.0,0.0,0.0,10.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,2.8238000000000003,43.522400000000005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9
O=C1OC2N(C(=O)c3ccccc32)c2c(Cl)cc(F)cc21,13.436995937263795,13.436995937263795,0.007227891156463162,-0.8503136810279674,0.7015051337880893,18.952380952380953,303.67600000000004,296.62,303.00984898400003,104.0,0.0,0.34212941916204065,-0.4329900925913671,0.4329900925913671,0.34212941916204065,1.1428571428571428,1.9047619047619047,2.7142857142857144,35.495691714507664,10.088616658482826,2.4571509650882777,-2.3149461716939985,2.4613049320597424,-2.3619577984719413,6.352668214953947,0.027226324223892016,2.728869760444695,1.9946322421952578,820.5611835024862,14.723250160202095,10.469339297237383,11.225268243255838,10.07538740046941,6.202177596511349,6.580142069520576,4.803852995363292,5.211053122103898,3.618221813318659,3.906337302161814,2.7487462838385954,3.045832415684587,-2.3999999999999986,96569.24308261687,12.34897119341564,4.051134351298073,1.548069221761194,123.23688609129805,4.736862953800049,5.817220841045895,0.0,6.22790117073487,5.907179729351506,5.969305287951849,9.694446914922299,9.184952231746642,0.0,0.0,29.800041095617345,18.19910120538483,11.126902983393991,16.273471080121883,18.716352369618512,29.16481118221943,0.0,0.0,0.0,6.22790117073487,4.899909730850478,63.928411040647866,0.0,0.0,4.899909730850478,10.077801322358383,0.0,11.600939890232516,11.876485017303356,4.736862953800049,5.817220841045895,32.5073300139695,36.39820241076966,5.022633313741326,0.0,0.0,46.61,18.014427299732613,13.979489415818463,0.0,22.180650809473388,11.126902983393991,12.13273413692322,4.899909730850478,24.26546827384644,0.0,0.0,16.337802844032566,18.721455813807005,6.04587459057697,25.878141219450743,0.007227891156463162,1.1975519652305378,-1.6728506340807925,8.950690612664818,-0.8503136810279674,0.0,0.0,0.06666666666666667,21.0,0.0,4.0,0.0,2.0,2.0,2.0,0.0,2.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,3.3085000000000013,72.81800000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.952380952380953
Nc1ccc(C(C)=O)cc1Br,10.847243008314436,10.847243008314436,0.0469444444444449,0.0469444444444449,0.5748999729762257,9.636363636363637,214.06199999999998,205.99799999999996,212.978925976,58.0,0.0,0.15934122594147923,-0.39781441474193996,0.39781441474193996,0.15934122594147923,1.5454545454545454,2.1818181818181817,2.6363636363636362,79.91873098718882,10.137229122728368,2.00324427713695,-1.9862255581900596,2.19785040789556,-1.9329427325774688,9.103678906921523,0.10129574683736438,1.9415183650407188,3.1515496683060507,296.14357423078934,8.430721420318147,6.095613840231593,7.6816103793462975,5.109060905280622,3.169815388043943,3.9628136576012953,2.292478351669306,3.1468152508438267,1.4069773394968472,2.093733986090614,0.7461247204053955,1.1249169180234742,-0.8300000000000001,271.8125711057006,8.268328416912487,3.048412601493409,1.802966291593378,73.53024775098802,5.733667477162185,0.0,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,41.052782303024806,15.723557282212973,0.0,4.794537184071822,27.40057511899785,0.0,0.0,0.0,6.923737199690624,5.733667477162185,28.23527221291424,0.0,0.0,5.733667477162185,5.687386274683562,0.0,15.929943897949348,5.783244946364939,0.0,0.0,17.28172587545944,22.671820721217244,0.0,0.0,0.0,43.09,0.0,4.794537184071822,0.0,5.783244946364939,11.250837766380558,4.472719515832414,6.923737199690624,18.19910120538483,0.0,15.929943897949348,5.733667477162185,0.7687037037037039,3.2371064814814816,10.847243008314436,0.0,6.851119614512473,0.0469444444444449,5.1397916666666665,0.0,1.5257577475434618,0.0,0.125,11.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,2.2339,48.55890000000001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.636363636363637
O=C1OC2N(C(=O)c3ccccc32)c2cc(C(=O)C)ccc21,12.631231575963719,12.631231575963719,0.12273064163937142,-0.7584183673469396,0.5987971520192816,18.40909090909091,293.278,282.19,293.068807832,108.0,0.0,0.34196607281843067,-0.4329928971332141,0.4329928971332141,0.34196607281843067,1.0909090909090908,1.8636363636363635,2.6363636363636362,16.560366134240756,10.039665323977912,2.445901772862921,-2.310722408055031,2.4329726860618757,-2.359623114304801,6.154532526173366,0.027261041992274547,2.8038697281141918,1.94204526531006,855.4874846650692,15.430356941388643,11.699008910872418,11.699008910872418,10.57538740046941,6.861670602067386,6.861670602067386,5.308188206234226,5.308188206234226,4.012936099285019,4.012936099285019,2.921805566070593,2.921805566070593,-2.949999999999999,167968.61993240876,12.765334659941075,4.271200201057791,1.5606434009847912,125.65949079032713,4.736862953800049,0.0,5.783244946364939,6.22790117073487,5.907179729351506,5.969305287951849,14.48898409899412,4.794537184071822,0.0,0.0,24.26546827384644,25.122838405075456,16.690354475090988,11.250837766380558,19.120474506015512,23.347116238351855,0.0,0.0,0.0,13.151638370425495,4.899909730850478,64.71837544601925,0.0,0.0,4.899909730850478,5.687386274683562,0.0,0.0,17.659729963668294,4.736862953800049,0.0,49.78905588942894,42.46456947923127,0.0,0.0,0.0,63.68,12.197206458686718,14.383611552215466,0.0,11.690424675716445,27.941192241471544,0.0,17.89001399900271,36.39820241076966,0.0,0.0,4.736862953800049,5.415192743764172,0.0,37.83521770282187,0.0,2.3561281179138334,-0.8394832871420166,11.712682298227932,-0.7584183673469396,1.4453474584278156,0.0,0.11764705882352941,22.0,0.0,5.0,0.0,2.0,2.0,2.0,0.0,2.0,4.0,0.0,5.0,1.0,0.0,0.0,0.0,4.0,2.7186000000000012,77.85450000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.40909090909091
Brc1ccccc1C=O,10.197314814814815,10.197314814814815,0.6921296296296298,0.6921296296296298,0.6129142562953821,9.0,185.01999999999998,179.97999999999996,183.95237688,46.0,0.0,0.15068479883315264,-0.29785258248742325,0.29785258248742325,0.15068479883315264,1.3333333333333333,2.0,2.4444444444444446,79.9187309552548,10.233769668857594,1.9152526452972418,-1.8998979222269872,2.120491578098976,-1.7759112501369207,9.103287484902488,0.1117737401926333,1.8934931172271934,3.1479791300397526,219.91106510209752,6.69023444431199,4.672964109421219,6.258960648535925,4.342535255101096,2.5407099006845684,3.3337081702419207,1.6393640749200311,2.4937009740945517,1.0321895498349811,1.754360070749943,0.5706721377163886,0.948906846420096,-0.6300000000000001,130.65102508867633,6.4894743130227,2.7809222043782174,1.388918171783639,61.82541493957869,0.0,0.0,6.286160523129555,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,34.12904510333418,6.06636706846161,10.03617100752941,0.0,4.794537184071822,22.216104421078903,0.0,0.0,0.0,0.0,0.0,34.30163928137585,0.0,0.0,0.0,0.0,0.0,15.929943897949348,6.286160523129555,0.0,0.0,10.357988675768818,28.738187789678854,0.0,0.0,0.0,17.07,0.0,4.794537184071822,0.0,0.0,5.563451491696996,10.75888003896197,0.0,6.06636706846161,18.19910120538483,15.929943897949348,0.0,0.8472222222222223,3.225162037037037,10.197314814814815,0.0,0.6921296296296298,0.0,7.298009259259259,0.8234953703703702,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.2616000000000005,39.52950000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Ic1ccccc1C=O,10.222514814814815,10.222514814814815,0.7621296296296298,0.7621296296296298,0.5348541511868582,9.0,232.02,226.97999999999996,231.93851278,46.0,0.0,0.15061411779708764,-0.29785533568369005,0.29785533568369005,0.15061411779708764,1.3333333333333333,2.0,2.4444444444444446,126.91270428331214,10.234685057490562,1.914241929920791,-1.900826653101102,2.0720150997257614,-1.8130113855253018,14.11193118111541,0.1117638651199515,1.8934931172271934,3.1479791300397526,219.91106510209752,6.69023444431199,4.672964109421219,6.8304624005975425,4.342535255101096,2.5407099006845684,3.6194590462727296,1.6393640749200311,2.8015547573075152,1.0321895498349811,2.014588707957772,0.5706721377163886,1.0852008378529807,-0.38000000000000006,130.65102508867633,6.736009280742459,2.960887569557492,1.5111545831962445,67.21970545498097,0.0,0.0,6.286160523129555,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,18.19910120538483,28.657237695529666,9.133633762762392,0.0,4.794537184071822,28.877031150197613,0.0,0.0,0.0,0.0,0.0,33.39910203660883,0.0,0.0,0.0,0.0,0.0,22.590870627068057,6.286160523129555,0.0,3.5701822710653963,10.357988675768818,24.26546827384644,0.0,0.0,0.0,17.07,0.0,4.794537184071822,0.0,0.0,0.0,15.419794285891946,0.0,6.06636706846161,18.19910120538483,22.590870627068057,0.0,1.0047222222222223,2.129137037037037,10.222514814814815,0.0,0.7621296296296298,0.0,7.471959259259259,0.8628703703703704,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.1037,44.54650000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
CC(=O)c1ccc(Br)c(N)c1,10.838030990173849,10.838030990173849,0.031666666666667176,0.031666666666667176,0.5748999729762257,9.636363636363637,214.06199999999995,205.998,212.978925976,58.0,0.0,0.15937669277742766,-0.3977958663965708,0.3977958663965708,0.15937669277742766,1.5454545454545454,2.1818181818181817,2.6363636363636362,79.91873098712425,10.133174796216299,2.002370609260436,-1.9875725362553711,2.1958603682032702,-1.941181256426422,9.103670425245191,0.10130060324065729,1.9415183650407188,3.1515496683060507,296.1435742307893,8.430721420318147,6.095613840231594,7.681610379346298,5.1090609052806215,3.1698153880439435,3.962813657601296,2.292478351669306,3.1468152508438267,1.4025252342411159,2.1246957551560777,0.7627402034204288,1.0093660227789485,-0.8300000000000002,271.8125711057006,8.268328416912487,3.048412601493409,1.8029662915933786,73.53024775098802,5.733667477162185,0.0,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,6.06636706846161,34.98641523456319,15.723557282212973,0.0,4.794537184071822,27.40057511899785,0.0,0.0,0.0,6.923737199690624,5.733667477162185,28.23527221291424,0.0,0.0,5.733667477162185,5.687386274683562,0.0,15.929943897949348,5.783244946364939,0.0,0.0,17.28172587545944,22.671820721217244,0.0,0.0,0.0,43.09,0.0,4.794537184071822,0.0,5.783244946364939,11.250837766380558,4.472719515832414,6.923737199690624,18.19910120538483,0.0,15.929943897949348,5.733667477162185,0.8217592592592595,3.2421593915343916,10.838030990173849,0.0,6.798587962962964,0.031666666666667176,5.167916666666667,0.0,1.5165457294028721,0.0,0.125,11.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,2.2339,48.55890000000001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.636363636363637
o1cnc2ccccc12,5.006759259259259,5.006759259259259,0.8449074074074077,0.8449074074074077,0.5283477685064296,10.222222222222221,119.12299999999996,114.08299999999997,119.03711378,44.0,0.0,0.18147807500205673,-0.44348137443298613,0.44348137443298613,0.18147807500205673,1.2222222222222223,2.111111111111111,3.0,16.337499253080516,10.323230914512076,1.9075253283705669,-1.7893780079622108,2.0851347686914434,-1.61275508974644,5.70775290409233,0.6019376903793998,2.3327430273186147,2.954659790285104,282.89393676634353,6.104448006685086,4.74221323191195,4.74221323191195,4.4663264951887856,2.748982362314214,2.748982362314214,1.8200845243604755,1.8200845243604755,1.2367185396979754,1.2367185396979754,0.8033915296678836,0.8033915296678836,-1.31,254.268989977729,4.5576295518439105,1.584972123454423,0.5977587141887452,52.12704489625551,4.417150937053347,5.516700717616262,11.976659640432764,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,0.0,12.13273413692322,12.13273413692322,0.0,0.0,4.417150937053347,11.099720859258504,0.0,4.9839785209472085,0.0,0.0,0.0,30.65910777263696,0.0,0.0,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,0.0,0.0,35.07625870969031,0.0,11.099720859258504,0.0,26.03,0.0,0.0,0.0,0.0,0.0,11.099720859258504,6.393639498790523,0.0,24.26546827384644,4.9839785209472085,4.417150937053347,5.006759259259259,0.0,3.9520370370370372,0.0,1.7592592592592595,0.0,7.6662037037037045,1.449074074074074,0.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.8278,34.009,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.222222222222221
