,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,SPS
CN1/C=C(/C(=O)NC(=O)NC2=CC=CC=C2)C2=CC=CC=C12,12.28734158478206,12.28734158478206,0.4257119236583511,-0.5517276077097499,0.7621309738726096,10.409090909090908,293.326,278.20599999999996,293.11642672,110.0,0.0,0.32565516918283516,-0.34972194561598263,0.34972194561598263,0.32565516918283516,0.9545454545454546,1.6363636363636365,2.409090909090909,16.178165977643513,10.148839905911824,2.1545448949936894,-2.0549659828916202,2.19602569725587,-2.337609579156234,6.134544297271011,0.09683170216195704,2.8584377077457708,1.7747429069369771,837.4911524620863,15.526733258565956,12.037212868323945,12.037212868323945,10.647867045540842,6.86397657976836,6.86397657976836,4.94510246452129,4.94510246452129,3.4003031468229055,3.4003031468229055,2.376913779319799,2.376913779319799,-3.0799999999999987,147666.8919821465,13.882694997605373,5.730803854842862,2.690948711049354,127.10688867539929,9.883888251797686,0.0,0.0,0.0,5.907179729351506,6.031114512338072,10.111325788078153,4.794537184071822,0.0,0.0,36.39820241076966,18.19910120538483,29.834826761054885,5.563451491696996,9.589074368143644,28.5286054484542,0.0,9.883888251797686,7.04767198267719,0.0,5.316788604006331,66.35759867946456,0.0,0.0,10.633577208012662,10.481923458755384,0.0,0.0,16.50539388948093,7.04767198267719,0.0,10.357988675768818,60.794147187767564,0.0,10.902924932081056,0.0,63.13,11.938294241689578,9.589074368143644,0.0,0.0,11.250837766380558,10.902924932081056,0.0,18.329577708536295,54.07934110969981,10.633577208012662,0.0,1.8604634353741496,0.0,24.176559114386496,5.782443756823717,2.0445823546743465,-0.4257119236583511,15.979370834626069,1.7180527210884353,0.0,1.8642397066851433,0.058823529411764705,22.0,2.0,5.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,2.0,5.0,2.0,0.0,0.0,0.0,3.0,3.140200000000002,85.84590000000003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.409090909090908
O=C(N=[N]#N)c1ccc2cccnc2c1,11.240169595616024,11.240169595616024,0.3462962962962963,-0.5925434618291756,0.40077988507991136,9.6,198.185,192.13699999999997,198.054160812,72.0,0.0,0.24874080443098004,-0.28701650871592427,0.28701650871592427,0.24874080443098004,1.4,2.2666666666666666,3.066666666666667,16.1491516212494,10.123202485329008,2.0320078227875777,-1.9761012110422216,2.1325212303364083,-1.926452759158868,5.977058136447698,0.10002427832894042,2.2858593048735325,2.5577636813437614,572.3990261499213,10.673362107437434,7.661204287601452,7.661204287601452,7.308861750289881,4.252912303453115,4.252912303453115,2.9054775974782596,2.9054775974782596,1.9884042285877457,1.9884042285877457,1.2978321338728465,1.2978321338728465,-2.3899999999999992,3581.9415307368254,9.176208556724239,3.7737249333804193,1.7703362722592726,84.99290186539386,0.0,0.0,0.0,5.907179729351506,0.0,0.0,9.77851570501903,0.0,0.0,0.0,18.19910120538483,22.778113261337868,22.05823092502733,5.516700717616262,4.794537184071822,16.81010466143256,0.0,4.9839785209472085,5.114250125629398,0.0,0.0,52.53497105165584,0.0,0.0,0.0,0.0,0.0,0.0,10.891158250298714,0.0,0.0,10.357988675768818,41.64292903955052,0.0,21.345765578118773,0.0,78.72,5.907179729351506,4.794537184071822,0.0,0.0,11.080152209313258,5.386224214464796,0.0,24.395944776997908,12.13273413692322,15.009940293829068,5.531128998785252,0.0,0.0,17.784656714537668,3.955318405139834,9.18451845553036,-0.5925434618291756,8.691710285966238,1.6430062673217436,0.0,0.0,0.0,15.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,2.0,2.6853000000000007,55.21950000000002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6
O=C(NC(=O)C1=C\C=C2\C=CC=N\C2=C\1)NC1=CC=CC=C1,12.089266660367851,12.089266660367851,0.383714516670866,-0.5719279625430416,0.7613403948561972,10.181818181818182,291.31,278.20599999999996,291.100776656,108.0,0.0,0.32565414468847265,-0.3076446718049685,0.32565414468847265,0.3076446718049685,0.9090909090909091,1.7272727272727273,2.5454545454545454,16.178100234650422,10.11912933587095,2.1061956706005587,-2.0674743672681393,2.1284245169095275,-2.338157269174991,6.085119632267624,0.09669789367674529,2.5484468093971766,1.7112882140835886,831.4414788183186,15.363596551749426,11.61456313751357,11.61456313751357,10.720346690612276,6.744113253458027,6.744113253458027,4.685156008218086,4.685156008218086,3.126815906985185,3.126815906985185,2.066801094166616,2.066801094166616,-3.209999999999999,141326.66626192981,13.758455946810924,6.05053824746421,3.092825237101239,126.54246263433956,5.316788604006331,0.0,0.0,0.0,5.907179729351506,6.031114512338072,15.095304309025362,4.794537184071822,0.0,0.0,30.33183534230805,30.33183534230805,22.83390555245843,5.516700717616262,9.589074368143644,28.528605448454194,0.0,10.30076712495354,0.0,0.0,5.316788604006331,72.42396574792618,0.0,0.0,10.633577208012662,10.481923458755384,0.0,0.0,16.922272762636787,0.0,0.0,10.357988675768818,66.86051425622918,0.0,10.902924932081056,0.0,71.09,11.938294241689578,9.589074368143644,0.0,0.0,16.76753848399682,5.386224214464796,0.0,48.661413050844345,18.19910120538483,15.617555728959871,0.0,0.0,0.0,28.080976650697522,5.823640647872249,1.7092660677933051,-0.4713109410430836,17.198569077577467,1.6588584971025448,0.0,0.0,0.0,22.0,2.0,5.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,2.0,5.0,2.0,0.0,0.0,0.0,3.0,3.1967000000000008,84.66990000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.181818181818182
N#[N]=Nc1ccccc1,7.978021541950113,7.978021541950113,0.6527777777777779,0.6527777777777779,0.3097305010069682,8.0,119.12699999999995,114.08699999999997,119.04834715999999,44.0,0.0,0.03748334072214513,-0.06224531808404906,0.06224531808404906,0.03748334072214513,1.2222222222222223,1.8888888888888888,2.4444444444444446,15.128433551801583,10.323147827405707,1.7843515038615407,-1.8325119413528166,2.0793810263877615,-1.5584911313732541,5.346335131900058,1.4789615278427957,1.9100860088599136,2.97485801127833,223.31810563069445,6.52709773749546,4.728392132448003,4.728392132448003,4.431851652578137,2.5342904002729387,2.5342904002729387,1.524991878036779,1.524991878036779,0.9163850135698799,0.9163850135698799,0.5463005488862224,0.5463005488862224,-1.4699999999999998,145.16653667335345,5.6628021248339975,2.7445135642907106,1.475447578696093,52.56512513827176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.44608546793745,5.531128998785252,10.599097921936025,0.0,0.0,5.687386274683562,0.0,0.0,5.114250125629398,0.0,0.0,40.77467598834576,0.0,0.0,0.0,5.687386274683562,0.0,0.0,0.0,0.0,0.0,0.0,35.44608546793745,0.0,10.442840646037716,0.0,48.760000000000005,0.0,0.0,0.0,0.0,5.687386274683562,0.0,0.0,12.13273413692322,18.19910120538483,10.02596177288186,5.531128998785252,0.0,0.0,2.6309259259259257,3.3872222222222224,8.630799319727892,0.0,9.017719198790626,0.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,2.628400000000001,35.24800000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
O=C(NC1=CC=CC=C1)NC1=CC=CC=C1,11.559637188208619,11.559637188208619,0.23851851851851835,-0.23851851851851835,0.7871951869249774,9.5,212.25199999999998,200.15599999999995,212.094963004,80.0,0.0,0.3231784291863308,-0.30772181648939506,0.3231784291863308,0.30772181648939506,0.6875,1.0625,1.4375,16.161428331441034,10.293169762281734,2.000409178904807,-2.063256141909918,2.0784332972966375,-2.1861891709027352,5.991309845917805,0.2618707735174129,2.3115289161242996,1.9521941477943936,410.3735146257326,11.217332181807452,8.681750982360123,8.681750982360123,7.84333659290053,5.025491350277851,5.025491350277851,3.3111749528008096,3.3111749528008096,2.0633153439080587,2.0633153439080587,1.3364110692671793,1.3364110692671793,-2.2899999999999996,6213.389726542117,10.235362076049029,4.97865194117306,2.8498118619438304,94.11468590721746,10.633577208012662,0.0,0.0,0.0,0.0,6.031114512338072,0.0,4.794537184071822,0.0,0.0,36.39820241076966,24.26546827384644,11.374772549367124,0.0,4.794537184071822,17.405887061705197,0.0,0.0,0.0,0.0,10.633577208012662,60.6636706846161,0.0,0.0,10.633577208012662,16.169309733438947,0.0,0.0,6.031114512338072,0.0,0.0,0.0,60.6636706846161,0.0,0.0,0.0,41.13,0.0,4.794537184071822,0.0,6.031114512338072,0.0,11.374772549367124,0.0,0.0,60.6636706846161,10.633577208012662,0.0,0.0,0.0,11.559637188208619,5.480685941043084,1.54802059712774,0.0,18.411656273620558,0.0,0.0,0.0,0.0,16.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,3.3306000000000013,65.52540000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.5
N#[N]=NCc1ccccc1,7.985904195011338,7.985904195011338,0.44180555555555556,0.44180555555555556,0.33785580436708285,8.4,133.15399999999997,126.09799999999997,133.063997224,50.0,0.0,0.051038864817222133,-0.08928084215977199,0.08928084215977199,0.051038864817222133,1.3,2.0,2.6,15.123872398786114,10.213999036868975,1.834730587597997,-1.8968493968061886,1.9869712675119033,-1.7520680221824048,5.136165778230954,1.047561523848088,2.029573889867405,2.6687661861354384,236.2879489264805,7.234204518682008,5.435498913634551,5.435498913634551,4.931851652578137,2.9804647591330715,2.9804647591330715,1.8745765179992093,1.8745765179992093,1.1593550792345666,1.1593550792345666,0.6966922612090931,0.6966922612090931,-1.4699999999999998,251.66716234355823,6.64723329425557,3.5353754146897916,1.8009709246588015,58.93006725266837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.44608546793745,11.094580490482247,4.911711647252464,6.544756405912575,0.0,0.0,0.0,0.0,5.114250125629398,6.544756405912575,0.0,46.33812748004276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.544756405912575,0.0,5.563451491696996,35.44608546793745,0.0,10.442840646037716,0.0,48.760000000000005,0.0,0.0,0.0,0.0,6.544756405912575,5.563451491696996,0.0,0.0,30.33183534230805,10.02596177288186,5.531128998785252,0.0,0.0,2.655963718820862,3.4225925925925926,9.027848639455783,0.0,9.618456160241875,0.0,0.44180555555555556,0.0,0.14285714285714285,10.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,2.4969,39.29200000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4
O=C(NCC1=CC=CC=C1)NC1=CC=CC=C1,11.563553004535148,11.563553004535148,0.19439531368102791,-0.19439531368102791,0.8294951883920848,9.647058823529411,226.27900000000002,212.16699999999994,226.110613068,86.0,0.0,0.31900258139653975,-0.3337913918485584,0.3337913918485584,0.31900258139653975,0.8823529411764706,1.4705882352941178,2.1176470588235294,16.161349004478755,10.206145999273396,1.9962687782989466,-2.0678770462432077,2.0417533290134173,-2.27551935790375,5.885637832307225,0.2514966551100111,2.3878845239630344,1.825663184229424,468.09558752898164,11.924438962994,9.388857763546671,9.388857763546671,8.343336592900531,5.482598131464398,5.482598131464398,3.659301499263134,3.659301499263134,2.32755195820879,2.32755195820879,1.474977048095674,1.474977048095674,-2.2899999999999996,10583.104210204168,11.203022603757393,5.7010560046086844,3.6451631943050833,100.47962802161409,10.633577208012662,0.0,0.0,0.0,0.0,6.031114512338072,0.0,4.794537184071822,0.0,0.0,48.53093654769288,17.696185628620217,12.232142680596137,0.0,4.794537184071822,11.718500787021634,0.0,5.316788604006331,0.0,6.544756405912575,5.316788604006331,66.2271221763131,0.0,0.0,10.633577208012662,10.481923458755384,0.0,0.0,6.031114512338072,6.544756405912575,0.0,5.563451491696996,60.6636706846161,0.0,0.0,0.0,41.13,0.0,4.794537184071822,0.0,6.031114512338072,6.544756405912575,11.250837766380558,0.0,0.0,60.6636706846161,10.633577208012662,0.0,0.0,0.0,11.563553004535148,5.559489559712774,1.8692345888972877,0.0,18.98043425086084,0.0,0.527288595993953,0.0,0.07142857142857142,17.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,2.0,3.008300000000001,68.74240000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.647058823529411
Nc1ccc(cc1)C(F)(F)F,11.878762282690854,11.878762282690854,0.3314814814814817,-4.270138888888889,0.5801714244373364,11.545454545454545,161.12599999999998,155.07799999999997,161.045233852,60.0,0.0,0.41591205950359866,-0.3987284933518154,0.41591205950359866,0.3987284933518154,1.0,1.4545454545454546,1.8181818181818181,19.41316736432724,10.181925144567805,2.2918190797236426,-2.0466387026232824,2.28662379244403,-2.0371696826739103,5.394136863068239,-0.13711533136257203,1.8607638717481272,2.993754788259927,236.8577532761268,8.483127663125442,5.52064476497581,5.52064476497581,4.999018565639891,2.926989049154572,2.926989049154572,2.1197675369707816,2.1197675369707816,1.238010437876948,1.238010437876948,0.6721018155438713,0.6721018155438713,-1.1900000000000002,230.73472009676777,7.911936799184506,2.450010012031764,1.8627733464760248,61.63284213968499,5.733667477162185,0.0,0.0,0.0,0.0,6.176298517443475,0.0,0.0,13.171245143024459,0.0,0.0,24.26546827384644,5.687386274683562,5.563451491696996,13.171245143024459,5.687386274683562,0.0,0.0,0.0,6.176298517443475,5.733667477162185,29.828919765543436,0.0,0.0,5.733667477162185,18.858631417708022,0.0,0.0,0.0,6.176298517443475,0.0,5.563451491696996,24.26546827384644,0.0,0.0,0.0,26.02,11.73975000914047,13.171245143024459,0.0,0.0,5.687386274683562,12.13273413692322,12.13273413692322,0.0,0.0,0.0,5.733667477162185,35.63628684807256,0.0,0.0,0.0,4.859731670445956,0.0,4.357453703703704,-4.270138888888889,0.0,0.0,0.14285714285714285,11.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,2.2876000000000003,35.856400000000015,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.545454545454545
C1=CC=CC=C1C(NC(NC1=CC=C(C(F)(F)F)C=C1)=O)=O,12.397470663832843,12.397470663832843,0.1447793314856809,-4.440412553875271,0.8890983215940874,10.863636363636363,308.259,297.171,308.07726225199997,114.0,0.0,0.4159120646067605,-0.30764424518435524,0.4159120646067605,0.30764424518435524,0.8636363636363636,1.4545454545454546,2.0,19.413177230324706,10.173061339286713,2.2949415982803743,-2.089788019872325,2.292321069538835,-2.3380872961463735,6.074121955386674,-0.1371209951900087,2.4730252040530094,1.96249684040429,667.4369570809503,16.164925939000156,11.14654242266204,11.14654242266204,10.35919191094603,6.207245807546582,6.207245807546582,4.349383032480561,4.349383032480561,2.7331354568788986,2.7331354568788986,1.6696985070131865,1.6696985070131865,-2.8299999999999996,71223.12587672667,15.55679651322706,6.295390283032251,4.080368553879037,123.50269844483317,5.316788604006331,0.0,0.0,0.0,5.907179729351506,12.207413029781547,10.111325788078153,4.794537184071822,13.171245143024459,0.0,18.19910120538483,36.39820241076966,11.250837766380558,5.563451491696996,22.760319511168102,17.62568051637314,0.0,5.316788604006331,0.0,6.176298517443475,5.316788604006331,65.72420659954848,0.0,0.0,10.633577208012662,23.653168601779843,0.0,0.0,11.938294241689578,6.176298517443475,0.0,15.921440167465814,54.59730361615449,0.0,0.0,0.0,58.199999999999996,23.678044250830048,22.760319511168102,0.0,5.687386274683562,5.563451491696996,24.26546827384644,12.13273413692322,18.19910120538483,0.0,10.633577208012662,0.0,37.19241199149853,0.0,23.322923933838663,4.361357355442177,-0.37939710008072236,-0.6064706685143191,11.13292037502428,-4.440412553875271,0.0,0.0,0.06666666666666667,22.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,7.0,2.0,0.0,0.0,0.0,2.0,3.667300000000002,74.3709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.863636363636363
Nc1ccc(cc1)C,5.426666666666667,5.426666666666667,0.8292592592592597,0.8292592592592597,0.5002819996278854,9.125,107.15599999999999,98.08399999999997,107.073499288,42.0,0.0,0.03136724816814624,-0.3987285645842668,0.3987285645842668,0.03136724816814624,1.125,1.625,2.0,14.533048784737996,10.21615290556916,1.7972304653682014,-1.8987982229781035,2.017054971645589,-1.812738055421991,5.38163251548781,1.4746906195506535,1.769973094021975,3.0324555320336755,143.24662946459569,5.983127663125442,4.886751345948129,4.886751345948129,3.787693700234704,2.6100423396407315,2.6100423396407315,1.9106836025229594,1.9106836025229594,1.0773502691896262,1.0773502691896262,0.566452912372591,0.566452912372591,-0.9800000000000001,70.79892376087899,5.162450142450142,1.8646221994975438,0.9971092570832982,49.13623593090628,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.696185628620217,19.056471336613846,5.687386274683562,0.0,0.0,5.687386274683562,0.0,0.0,0.0,6.923737199690624,5.733667477162185,29.828919765543436,0.0,0.0,5.733667477162185,5.687386274683562,0.0,0.0,0.0,0.0,6.923737199690624,5.563451491696996,24.26546827384644,0.0,0.0,0.0,26.02,0.0,0.0,0.0,0.0,0.0,5.687386274683562,5.563451491696996,0.0,31.189205473537065,0.0,5.733667477162185,0.0,0.0,0.0,0.0,7.505185185185185,0.0,7.787037037037036,0.0,2.041111111111111,0.0,0.14285714285714285,8.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.57722,35.59140000000001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.125
