idx,metrics,AD_type,judge_value,y_pred,y_true
317,149.33820273096515,OAD,98.4746355534656,71.761444,68.0
318,149.50698266833825,OAD,98.4746355534656,71.761444,81.0
319,150.12754830051122,OAD,98.4746355534656,75.703476,90.0
320,218.82050697007952,OAD,98.4746355534656,73.979774,96.0
321,221.8000900857274,OAD,98.4746355534656,80.175964,88.0
322,320.19205387023715,OAD,98.4746355534656,83.287445,91.0
323,260.18321049454397,OAD,98.4746355534656,74.60559,96.0
324,261.77145674689706,OAD,98.4746355534656,63.175503,84.0
325,251.56666659056083,OAD,98.4746355534656,72.41774,89.0
326,234.57987201169823,OAD,98.4746355534656,80.22426,93.0
327,219.85012363177003,OAD,98.4746355534656,68.70226,98.0
328,119.01041776451231,OAD,98.4746355534656,71.05411,77.0
329,90.0490054832855,IAD,98.4746355534656,63.89539,83.0
330,143.1797484889238,OAD,98.4746355534656,68.224,100.0
331,242.4669764517264,OAD,98.4746355534656,80.50908,84.0
332,182.12525580414268,OAD,98.4746355534656,61.435555,99.0
333,225.8382170732696,OAD,98.4746355534656,56.953705,94.0
334,174.95227697925202,OAD,98.4746355534656,61.80123,89.0
335,246.04928803276493,OAD,98.4746355534656,68.56316,89.0
336,225.6778881504056,OAD,98.4746355534656,67.822716,86.0
337,242.38450075103373,OAD,98.4746355534656,67.36318,81.0
338,159.70989941024789,OAD,98.4746355534656,67.87108,21.0
339,251.02024166878522,OAD,98.4746355534656,67.95913,0.0
340,286.6364574650561,OAD,98.4746355534656,61.497963,5.0
341,154.0747515104248,OAD,98.4746355534656,86.32078,97.0
342,217.05115384228634,OAD,98.4746355534656,83.913605,97.0
343,213.18194387447227,OAD,98.4746355534656,73.80092,94.0
344,249.7066357467748,OAD,98.4746355534656,74.50612,81.0
345,550.00426332916,OAD,98.4746355534656,61.08376,59.0
346,546.0704498256046,OAD,98.4746355534656,55.73808,77.0
347,118.33964978146147,OAD,98.4746355534656,65.239815,66.0
348,139.21402749383236,OAD,98.4746355534656,81.58189,82.0
349,147.45221492376496,OAD,98.4746355534656,81.91404,81.0
350,101.73949187008392,OAD,98.4746355534656,68.30114,90.0
351,122.94596438487704,OAD,98.4746355534656,70.531906,90.0
352,127.6096785473718,OAD,98.4746355534656,75.71017,97.0
353,123.72985331146938,OAD,98.4746355534656,73.94692,82.0
354,129.80422487186513,OAD,98.4746355534656,42.780865,51.0
355,248.9815904101858,OAD,98.4746355534656,62.324024,2.5
356,135.44443901260982,OAD,98.4746355534656,61.292088,91.0
357,189.32019817314517,OAD,98.4746355534656,65.820175,91.0
358,200.73023909781034,OAD,98.4746355534656,92.61877,93.0
359,133.47101675726788,OAD,98.4746355534656,68.96596,97.0
360,154.80527378474648,OAD,98.4746355534656,62.359337,93.0
361,222.8619348705575,OAD,98.4746355534656,71.98745,72.0
362,181.64816899553566,OAD,98.4746355534656,71.25243,93.0
363,152.41891080819943,OAD,98.4746355534656,54.37522,22.0
364,166.49198995431274,OAD,98.4746355534656,44.55476,95.0
365,188.60395193099666,OAD,98.4746355534656,41.562054,81.0
366,250.96978129621607,OAD,98.4746355534656,48.059586,62.0
367,186.22732843385984,OAD,98.4746355534656,69.766045,96.0
368,221.8116290596921,OAD,98.4746355534656,75.04274,94.0
369,224.584957203003,OAD,98.4746355534656,53.81168,71.0
370,226.19196995998928,OAD,98.4746355534656,74.53122,99.0
371,246.0246857410438,OAD,98.4746355534656,58.88561,75.0
372,220.79408416088,OAD,98.4746355534656,53.664974,85.0
373,275.9028896078945,OAD,98.4746355534656,67.139,88.0
374,313.7298650833765,OAD,98.4746355534656,78.77379,93.0
375,277.1829266524827,OAD,98.4746355534656,78.11582,90.0
376,270.1924786221159,OAD,98.4746355534656,53.051605,79.0
377,279.2408177792914,OAD,98.4746355534656,68.94993,75.0
378,345.59004563302847,OAD,98.4746355534656,65.97265,93.0
379,264.2576362461122,OAD,98.4746355534656,51.584724,33.0
380,253.43347409544512,OAD,98.4746355534656,65.61263,84.0
381,293.37565330033664,OAD,98.4746355534656,59.328426,2.5
382,294.05689538953027,OAD,98.4746355534656,58.636013,46.0
383,228.7858867869803,OAD,98.4746355534656,79.96051,80.0
384,378.2872959888988,OAD,98.4746355534656,43.601753,39.0
385,315.02155007002233,OAD,98.4746355534656,47.75566,46.0
386,334.36614175549147,OAD,98.4746355534656,40.728504,35.0
387,299.4913681467208,OAD,98.4746355534656,51.68223,57.0
388,335.56474444227496,OAD,98.4746355534656,36.938057,30.0
389,319.9206550666572,OAD,98.4746355534656,56.988953,51.0
390,314.4851876982919,OAD,98.4746355534656,56.228638,65.0
391,324.54337129662906,OAD,98.4746355534656,56.997295,53.0
392,296.33649070100927,OAD,98.4746355534656,67.546974,70.0
393,226.5577288122563,OAD,98.4746355534656,46.18988,57.0
394,294.64217169125993,OAD,98.4746355534656,30.64198,59.0
395,187.89009194455312,OAD,98.4746355534656,73.84664,95.0
396,288.54234672140035,OAD,98.4746355534656,70.939026,87.0
397,182.06782935690413,OAD,98.4746355534656,63.265186,91.0
398,286.63678459110076,OAD,98.4746355534656,69.225204,87.0
399,296.3364907010093,OAD,98.4746355534656,66.68375,77.0
400,393.4672800263661,OAD,98.4746355534656,34.21691,90.0
401,388.22141058389576,OAD,98.4746355534656,37.24738,83.0
402,385.5833809594733,OAD,98.4746355534656,37.925632,86.0
403,391.86445682378195,OAD,98.4746355534656,65.67574,84.0
404,375.0894468535548,OAD,98.4746355534656,68.97059,85.0
405,320.83004210132174,OAD,98.4746355534656,69.1444,82.0
406,405.52545537790405,OAD,98.4746355534656,43.356983,80.0
407,345.8896945154114,OAD,98.4746355534656,79.44563,89.0
408,355.44655958466245,OAD,98.4746355534656,77.971016,75.0
409,301.06427432036963,OAD,98.4746355534656,76.027855,82.0
410,395.79493943058964,OAD,98.4746355534656,76.953156,91.0
411,444.0198224408067,OAD,98.4746355534656,51.473812,98.0
412,327.75527295222753,OAD,98.4746355534656,76.7575,71.0
413,228.83066975162717,OAD,98.4746355534656,81.95817,89.0
414,296.8599553020775,OAD,98.4746355534656,80.20868,94.0
415,202.3844450322225,OAD,98.4746355534656,58.231514,84.0
416,226.49423641779435,OAD,98.4746355534656,86.640114,96.0
417,282.6162754086411,OAD,98.4746355534656,83.02085,95.0
418,284.09613035470136,OAD,98.4746355534656,81.91453,87.0
419,188.59785810059878,OAD,98.4746355534656,68.1618,86.0
420,231.98222151921803,OAD,98.4746355534656,68.6274,85.0
421,274.9458431567291,OAD,98.4746355534656,81.09335,89.0
422,316.2374100951718,OAD,98.4746355534656,61.040447,74.0
423,397.2813772582829,OAD,98.4746355534656,70.41147,77.0
424,395.8189544521904,OAD,98.4746355534656,74.54942,82.0
425,346.5536078779222,OAD,98.4746355534656,72.8997,84.0
426,346.5536078779222,OAD,98.4746355534656,72.8997,56.0
427,346.5536078779222,OAD,98.4746355534656,72.8997,51.0
428,254.0467367213373,OAD,98.4746355534656,23.611778,39.0
429,294.82628523830994,OAD,98.4746355534656,23.11127,33.0
430,421.59101294515295,OAD,98.4746355534656,21.959316,32.0
431,218.0312715916312,OAD,98.4746355534656,74.204,98.0
432,237.86530462686915,OAD,98.4746355534656,68.542175,96.0
433,225.20209136051477,OAD,98.4746355534656,70.141716,93.0
434,269.85827048058695,OAD,98.4746355534656,82.09079,96.0
435,230.17559800197625,OAD,98.4746355534656,81.64747,94.0
436,225.45526126657438,OAD,98.4746355534656,69.74408,96.0
437,381.13334581076384,OAD,98.4746355534656,41.175873,71.0
438,238.11847453292876,OAD,98.4746355534656,68.26372,93.0
439,284.2814386262751,OAD,98.4746355534656,68.50814,83.0
440,298.93932127274525,OAD,98.4746355534656,77.497314,97.0
441,204.26928396811667,OAD,98.4746355534656,79.5958,95.0
442,351.81891694802476,OAD,98.4746355534656,77.88704,83.0
443,258.49364799991065,OAD,98.4746355534656,85.125404,95.0
444,310.80313204446526,OAD,98.4746355534656,84.09942,93.0
445,356.4940740733724,OAD,98.4746355534656,85.20015,92.0
446,301.3899378185696,OAD,98.4746355534656,91.68407,96.0
