idx,metrics,AD_type,y_pred,y_true
720,8.265476,OAD,46.53996,5.0
721,4.6529546,OAD,47.598907,94.0
722,7.8818054,OAD,43.441944,51.0
723,3.6880274,OAD,33.782417,84.0
724,6.7280493,OAD,67.2624,72.0
725,5.909862,OAD,30.1541,95.0
726,6.1119413,OAD,28.27338,81.0
727,4.496057,OAD,57.655006,95.0
728,6.522439,OAD,54.602486,87.0
729,6.5364904,OAD,57.213806,93.0
730,4.5071692,OAD,59.52904,98.0
731,8.642099,OAD,47.019566,84.0
732,7.7858987,OAD,59.586044,79.0
733,3.7236738,OAD,65.38502,98.0
734,5.5974402,OAD,53.5029,61.0
735,9.458004,OAD,39.825733,88.0
736,8.62032,OAD,21.137556,91.0
737,8.764932,OAD,41.59615,77.0
738,8.127608,OAD,33.718216,80.0
739,8.127608,OAD,33.718216,72.0
740,8.618659,OAD,30.14305,0.0
741,4.622226,OAD,40.575485,53.0
1447,4.3758545,OAD,58.18548,1.0
1448,6.7080593,OAD,44.268883,5.0
1449,6.077061,OAD,48.570827,42.0
1450,4.621631,OAD,52.135685,60.0
1451,2.57916,OAD,53.06076,98.0
1452,3.0509944,OAD,55.436646,98.0
1453,6.0116653,OAD,49.439686,60.0
1454,5.1141334,OAD,49.17087,52.0
1455,3.0509944,OAD,55.436646,59.0
1456,4.2201223,OAD,59.384773,95.0
1457,3.865756,OAD,59.58416,96.0
1458,4.709271,OAD,55.6228,92.0
1459,5.312466,OAD,56.60053,98.0
1460,3.7443595,OAD,55.077984,90.0
1461,4.589294,OAD,56.054996,96.0
1462,5.582297,OAD,48.72346,84.0
1463,3.6202404,OAD,62.5161,98.0
1464,4.400484,OAD,57.16394,75.0
1465,5.4179626,OAD,50.283104,89.0
1466,5.6991835,OAD,50.849052,84.0
1467,4.1253448,OAD,53.072186,93.0
1468,5.307038,OAD,63.740482,94.0
1469,5.580791,OAD,53.750393,94.0
1470,2.9439461,OAD,47.61648,82.0
1471,4.8074055,OAD,51.797432,58.0
1472,5.5681114,OAD,54.827534,59.0
1473,2.4517896,OAD,52.822598,88.0
1474,7.4099755,OAD,66.471054,95.0
1475,2.7930388,OAD,67.19346,92.0
1476,6.436145,OAD,61.24155,94.0
1477,4.7820616,OAD,62.89092,94.0
1478,1.9837124,OAD,55.32298,88.0
1479,8.296235,OAD,58.491405,92.0
1480,6.3393598,OAD,40.166134,81.0
1481,4.3024683,OAD,54.342865,92.0
1482,5.7197104,OAD,65.50952,95.0
1483,5.993984,OAD,59.320732,96.0
1484,6.2218647,OAD,58.993427,91.0
1485,3.9241061,OAD,58.20832,94.0
1486,7.0203233,OAD,47.033222,85.0
1487,9.024605,OAD,54.440243,81.0
1488,6.9566145,OAD,65.361946,90.0
1489,4.0897117,OAD,45.478592,91.0
1490,4.828809,OAD,58.136753,93.0
1491,4.3516335,OAD,58.1529,96.0
1492,5.9444103,OAD,70.56264,96.0
1493,6.219924,OAD,51.00625,64.0
1494,1.354341,OAD,55.683517,95.0
1495,3.9398732,OAD,65.32391,95.0
1496,3.404951,OAD,53.295376,63.0
1497,7.4112883,OAD,49.11826,76.0
1498,5.2167234,OAD,54.539753,91.0
1499,5.666492,OAD,67.784195,88.0
1500,5.558504,OAD,69.46649,93.0
1501,4.6917434,OAD,52.233475,98.0
1502,4.544916,OAD,53.389584,98.0
1503,4.4427986,OAD,53.304295,98.0
1504,6.412823,OAD,59.409393,95.0
1505,3.952115,OAD,54.60456,64.0
1506,4.605449,OAD,48.97469,95.0
1507,5.831963,OAD,61.789448,95.0
1508,3.208951,OAD,53.82977,64.0
