smiles,E_HOMO,VIP,VEA,Mulliken_Chi,Chem_potential,Elec_hardness,Elec_softness,Electro_idx,Nucleo_idx,min_ESP,max_ESP,aver_pESP,aver_nESP,aver_oESP,vari_p_ESP,vari_n_ESP,vari_o_ESP,char_balance,MPI,area_pSurface,area_nSurface,aver_ALIE,vari_ALIE,aver_LEAE,vari_LEAE,aver_LEA,vari_LEA,Molecular_ES_radius_min,Molecular_ES_radius_max,Molecular_volumn,Molecular_sphericity,Molecular_all_surface_area,Molecular_length,Molecular_widht,Molecular_height,HOMO_energy,LUMO_energy,HOMO_LUMO_energy_gap,HOMO_ODI,LUMO_ODI
O=C1CCCCCN1,-0.241147,0.329779,-0.092588,0.118595,-0.118595,0.422367,2.36761,0.01665,0.094051,-0.073286,0.050498,0.0160355,-0.03718797,0.00389556,7.439e-05,0.00062915,0.00070355,0.0945577,0.56763611,435.73651,128.75749,0.42488917,0.00123642,-0.7086758,0.046897,0.0,0.0,3.545937,8.906826,1055.0792,0.8876,564.64314,7.985,7.615,5.481,-0.241147,0.027575,0.268722,32.24,12.18
O=C1CCCCN1,-0.241267,0.333078,-0.089592,0.121743,-0.121743,0.422671,2.365908,0.017533,0.093931,-0.073597,0.049465,0.0178061,-0.03832122,0.00385434,6.416e-05,0.00061692,0.00068108,0.08533356,0.62329333,381.85764,126.31921,0.42878891,0.00144051,-0.710687,0.048962,0.0,0.0,3.467105,8.530696,905.08855,0.8902,508.30479,7.906,6.687,5.22,-0.241267,0.022691,0.263958,28.48,11.14
O=C1COCCN1,-0.243681,0.331654,-0.094941,0.118357,-0.118357,0.426594,2.344148,0.016419,0.091517,-0.068156,0.057253,0.02141715,-0.03342726,0.00344578,0.00014397,0.00044091,0.00058487,0.18555922,0.68987978,319.9492,155.93849,0.43764218,0.00174374,-0.7431306,0.053708,0.0,0.0,3.330925,8.230058,824.11342,0.893,476.01152,7.798,6.525,5.056,-0.243681,0.019592,0.263274,23.92,13.77
CC(C)(C)OC(=O)[C@H]1CCC(=O)N1,-0.246418,0.334116,-0.066031,0.134043,-0.134043,0.400146,2.499086,0.022451,0.08878,-0.072212,0.041183,0.01649558,-0.03208768,0.00449882,5.04e-05,0.00051249,0.00056289,0.08151981,0.5536366,629.04332,206.26427,0.43558755,0.00084375,-0.7183911,0.047888,-0.000395,1e-06,2.950889,12.664673,1601.93424,0.7924,835.53046,11.527,6.675,6.485,-0.246418,-0.006446,0.239972,32.06,13.31
O=c1cccc[nH]1,-0.224019,0.305703,-0.032297,0.136703,-0.136703,0.338,2.958584,0.027645,0.111179,-0.072481,0.067731,0.02252691,-0.02760013,0.00250848,0.00025665,0.00060527,0.00086192,0.20909933,0.66811883,277.61162,184.57679,0.4229684,0.00305798,-0.7489463,0.039862,-0.0060512,8.3e-05,3.247981,8.234343,803.90621,0.9044,462.28942,7.907,6.808,3.4,-0.224019,-0.047811,0.176207,20.45,23.18
O=C1NCCN1,-0.248833,0.337481,-0.10568,0.115901,-0.115901,0.443162,2.256513,0.015156,0.086365,-0.074136,0.053331,0.02443243,-0.03868663,0.00312278,0.00010826,0.00055113,0.00065939,0.13722442,0.79579146,283.83546,144.66688,0.43670212,0.00292309,-0.7317597,0.056731,0.0,0.0,3.502858,8.098616,712.94724,0.9004,428.61313,6.864,6.422,4.837,-0.248833,0.044249,0.293082,30.57,12.78
O=C1CC[C@@H](CO)N1,-0.246864,0.332301,-0.090732,0.120784,-0.120784,0.423033,2.363882,0.017243,0.088334,-0.069866,0.078236,0.02254481,-0.03379993,0.00483628,0.00024614,0.00046588,0.00071203,0.22618981,0.70973191,377.99768,173.25162,0.43576385,0.00186906,-0.7401723,0.056077,0.0,0.0,3.507274,9.229733,979.90857,0.8652,551.40361,8.889,6.375,5.262,-0.246864,0.026447,0.273311,30.02,12.08
O=C1N[C@H](c2ccccc2)CO1,-0.260408,0.3273,-0.041423,0.142938,-0.142938,0.368723,2.712063,0.027706,0.07479,-0.071015,0.062199,0.02055013,-0.02803604,0.00491369,0.00012728,0.0005549,0.00068219,0.1517697,0.62475467,477.30804,226.50854,0.42898735,0.00234004,-0.7542648,0.038966,-0.0045329,3.9e-05,3.755345,11.469024,1335.38295,0.833,703.96811,11.1,6.92,5.765,-0.260408,-0.029262,0.231146,12.88,17.99
N,-0.253968,0.395549,-0.135089,0.13023,-0.13023,0.530638,1.884524,0.015981,0.08123,-0.07097,0.034693,0.02229972,-0.03582251,0.00172231,6.874e-05,0.00044314,0.00051188,0.11625399,0.73708263,117.58541,64.44573,0.42536056,0.00438856,-0.6598786,0.079275,0.0,0.0,3.013573,4.249528,223.82092,0.979,182.09957,3.818,4.024,3.158,-0.253968,0.052201,0.306169,89.79,38.59
NCC(F)(F)F,-0.258028,0.371949,-0.113349,0.1293,-0.1293,0.485298,2.060587,0.017225,0.07717,-0.053942,0.053107,0.02755965,-0.02024083,0.00175964,0.0001477,9.875e-05,0.00024645,0.24013683,0.64244339,180.89354,212.13424,0.48944901,0.00311248,-0.9001592,0.093578,0.0,0.0,3.457941,7.150066,623.58329,0.8978,393.151,7.019,5.259,5.039,-0.258028,0.040678,0.298706,62.11,19.82
